[18/04/10 00:00:09,552] [INFO] OnlinePlayerLog.execute --> 当前的时间戳-------：1523289609552 ----- timeDian:0
[18/04/10 00:33:12,887] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1080000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@a90fe35
[18/04/10 00:33:22,313] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:33:22
[18/04/10 00:33:22,313] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:33:22
[18/04/10 00:33:22,313] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:33:22
[18/04/10 00:33:22,313] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:34:22,240] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:34:22
[18/04/10 00:34:22,240] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:34:22
[18/04/10 00:34:22,240] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:34:22
[18/04/10 00:34:22,240] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:35:22,169] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:35:22
[18/04/10 00:35:22,169] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:35:22
[18/04/10 00:35:22,169] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:35:22
[18/04/10 00:35:22,169] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:36:22,289] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:36:22
[18/04/10 00:36:22,290] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:36:22
[18/04/10 00:36:22,290] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:36:22
[18/04/10 00:36:22,290] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:37:22,205] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:37:22
[18/04/10 00:37:22,207] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:37:22
[18/04/10 00:37:22,207] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:37:22
[18/04/10 00:37:22,207] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:38:22,308] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:38:22
[18/04/10 00:38:22,308] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:38:22
[18/04/10 00:38:22,308] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:38:22
[18/04/10 00:38:22,308] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:39:12,813] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1200000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@382546de
[18/04/10 00:39:13,013] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1080000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@5fcf5806
[18/04/10 00:39:22,237] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:39:22
[18/04/10 00:39:22,237] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:39:22
[18/04/10 00:39:22,237] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:39:22
[18/04/10 00:39:22,237] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:40:22,155] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:40:22
[18/04/10 00:40:22,156] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:40:22
[18/04/10 00:40:22,156] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:40:22
[18/04/10 00:40:22,156] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:41:12,837] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1200000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@55127b85
[18/04/10 00:41:22,282] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:41:22
[18/04/10 00:41:22,283] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:41:22
[18/04/10 00:41:22,284] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:41:22
[18/04/10 00:41:22,284] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:42:22,213] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:42:22
[18/04/10 00:42:22,214] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:42:22
[18/04/10 00:42:22,215] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:42:22
[18/04/10 00:42:22,215] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:43:22,326] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:43:22
[18/04/10 00:43:22,328] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:43:22
[18/04/10 00:43:22,328] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:43:22
[18/04/10 00:43:22,328] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:44:22,258] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:44:22
[18/04/10 00:44:22,259] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:44:22
[18/04/10 00:44:22,259] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:44:22
[18/04/10 00:44:22,259] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:45:22,163] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:45:22
[18/04/10 00:45:22,163] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:45:22
[18/04/10 00:45:22,163] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:45:22
[18/04/10 00:45:22,163] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:46:22,296] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:46:22
[18/04/10 00:46:22,297] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:46:22
[18/04/10 00:46:22,297] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:46:22
[18/04/10 00:46:22,297] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:47:22,234] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:47:22
[18/04/10 00:47:22,234] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:47:22
[18/04/10 00:47:22,234] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:47:22
[18/04/10 00:47:22,234] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:48:12,947] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1080000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@587e5644
[18/04/10 00:48:22,165] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:48:22
[18/04/10 00:48:22,166] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:48:22
[18/04/10 00:48:22,166] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:48:22
[18/04/10 00:48:22,166] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:49:22,282] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:49:22
[18/04/10 00:49:22,283] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:49:22
[18/04/10 00:49:22,283] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:49:22
[18/04/10 00:49:22,283] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:50:22,184] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:50:22
[18/04/10 00:50:22,185] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:50:22
[18/04/10 00:50:22,185] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:50:22
[18/04/10 00:50:22,185] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:51:12,884] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1080000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@4affe823
[18/04/10 00:51:22,338] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:51:22
[18/04/10 00:51:22,338] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 00:51:22
[18/04/10 00:51:22,338] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 00:51:22
[18/04/10 00:51:22,338] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 00:52:22,301] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 00:52:22
